customer_id,full_name,email,phone,alt_phone,dob,gender,address,city,state,country,zipcode,signup_date,last_purchase_date,total_orders,total_spent,preferred_channel,is_active,notes,marketing_opt_in,loyalty_tier,device_type,ip_address,latitude,longitude,internal_id,legacy_code,tmp_score,random_blob,tracking_cookie,third_party_id
11427, Anika Chatterjee  ,anikachatterjee@gmail.com ,8807175428,,1992-05-29,Male,"48, CG Road",Mysuru,KA,India,146747,2019-12-07,2023-07-26,5,4080.37,Whatsapp,False, ,yes,Bronze,Android,139.217.247.39,9.285544,76.726595,INT-260046,LC-720,81.3,,,
14080, Vihaan Subramanian  ,vihaan-subramanian@ksrdatavizon.in,8289167377,,1989-11-09,,"171, Park Street",Chennai,TN  ,India,709183,2017-07-06,2022-02-03,7,7159.5,Email,1,,yes,Bronze,iOS,138.36.8.152,15.061779,77.107734,INT-858541,LC-550,37.34,,,
8657,Karthik Prasad,karthik.prasad@ksrdatavizon.in,9069657098,,1975-11-22,Other,"278, Park Street",Bengaluru,KA,India,396224,2024-08-07,,7,7426.45,Phone,1,Wrong email?,yes,Gold,Android,117.156.85.212,24.982764,85.16395,INT-513700,LC-602,51.58,,,TP-3100
12992,Krishna Subramanian,krishna.subramanian@gmail.com,8139004147,,1969-09-09,Female,"79, Park Street",Chennai,TN,India,,2025-02-28,2025-07-11,4,5720.63,Push,N,,no,Bronze,Android,102.26.94.66,22.745713,77.91274,INT-275636,,31.8,,,
9898,Meera Reddy,meera4732@example.com,6803146019,,1988-02-05,Male,"208, Brigade Rd",Kochi,KL,India,221898,2021-11-11,2025-08-18,12,14746.57, Push  ,True,Call after 6PM,no,Bronze,iOS,119.235.220.20,22.479811,74.96573,INT-151928,,54.47,,fazbaa33ndq899rcnaoqjfkh,TP-2723
9750,Diya Reddy,diyareddy@ksrdatavizon.in ,9794541068,(91)9237246654,1974-01-03,Female,"207, Brigade Rd",Surat,GJ,India,238380,2019-08-12,2021-07-04,4,4974.83,Email,0, VIP customer,False,Silver,Web,89.251.124.225,19.033705,81.368199,INT-373825,LC-474,56.21,,,
13592,Aarav Nair,,(91)8934727088,,1995-03-15,Female,"85, Anna Salai",Kochi,KL,India,209459,2023-04-11,2025-01-31,4,3507.88,Push,Y,,False,Bronze,iOS,49.90.28.144,20.190073,70.31141,INT-928943,,72.84,,,
12898,Arjun Kulkarni,arjun4343@gmail.com,7281413637,(91)8752907654,,Other,"36, Anna Salai",Lucknow,nan,India,139004,2017-12-20,2024-10-24,5,5465.83,SMS,1,Wrong email?,no,None,iOS,180.205.108.247,14.601079,72.383777,INT-207039,,39.93,,,
907,Aadhya Reddy,aadhya1019@gmail.com,8383723285,,1992-09-30,Female,"148, Brigade Rd",Surat, GJ  ,India,606470,2023-02-11,2025-08-31,4,2852.96,Email,Y,Wrong email?,True,Gold,iOS,174.37.157.57,20.555042,73.659305,INT-716906,,49.93,,po4h0ygfklxj0nhh4a90uy9k,
6136,Anika Chettiar,anika@example.com,(91)9405066387,(91)7997143226,1996-04-28,Female,"238, Brigade Rd",Vijayawada,AP,India,519478,2017-12-21,2024-06-26,6,11542.34,SMS,False,,yes,None,iOS,43.160.66.183,25.425722,86.219976,INT-924563,LC-825,47.43,YBDoXdmPdgRTBIpu,,TP-5526
2809,Rohan Nair,rohan1311@example.com  ,7468052758,,1984-04-03,Male,,Pune,MH,India,067481,2023-01-16,,8,5395.94,Phone,1,,True,Silver,Android,20.10.60.249,27.165915,81.060692,INT-159282,LC-716,74.31,,,
10183,Ishaan Sharma, ishaan@example.com  ,9440117375,,1968-03-15,Female,"268, MG Road", Lucknow  , UP,India,947421,2024-03-03,,2,8085.93,Whatsapp,True,Duplicate lead,Y,Silver,Web,202.24.78.158,11.594753,85.2221,INT-528595,,36.57,,,
10017, Nisha Menon, nisha@ksrdatavizon.in  ,(91)8133047433,(91)6625755501,1995-05-27,Other,"238, Banjara Hills",Kolkata,WB,India,630928,2024-12-20,2025-08-04,7,10543.04,Email,N, Call after 6PM  ,Y,Silver,Web,8.72.253.202,8.455837,74.723842,INT-140708,,58.33,,,
495,Diya Chettiar,diya-chettiar@outlook.com,(91)9531338689,,1989-09-11,Male,"6, FC Road",Lucknow,UP,India,470392,2019-07-21,2022-07-29,9,9019.26,Push,Y,Wrong email?,False,None,Web,215.124.38.182,19.571028,79.958363,INT-772854,,60.87,,5v4svznle89dmzmsewi05yje,
2455,Rohan Pillai,rohan@@yahoo.com,(91)9126134252,,1983-09-15,Male,"73, Banjara Hills", Bengaluru  ,KA,India,092146,2017-02-14,2020-03-14,7,7591.06,Push,N,Call after 6PM,True,None,Web,221.87.50.12,26.069348,86.894455,INT-452502,LC-547,21.03,,,
13663,Vihaan Kulkarni,vihaan@@example.com,(91)9030839697,,2001-01-10,Male,"253, FC Road",Surat,nan,India,,2023-02-18,2025-08-02,10,3528.12,Whatsapp,0,,N,None,iOS,240.93.88.217,13.660684,86.436447,INT-440459,,42.33,,,
11563,Isha Menon,,(91)7240780025,,1999-11-20,Female,nan,Coimbatore,TN,India,902126,2023-09-17,2025-08-10,11,4378.94,SMS,1,,Y,Silver,Android,250.170.253.6,28.058921,84.748057,INT-493260,LC-242,12.7,,,
10342,Vivaan Rao, vivaan_rao@example.com  ,(91)7500794155,,1970-07-01,Male,,Ahmedabad,GJ,India,585280,2022-03-10,2025-08-09,6,12155.62,SMS,False,Wrong email?,yes,None,iOS,85.5.239.221,17.204545,69.258766,INT-690526,LC-703,54.42,,,
3350,Sai Singh, sai_singh@outlook.com,7450090997,8464502522,1975-02-19,Male,"220, FC Road",Ahmedabad,GJ,India,110405,2019-12-05,2020-06-02,2,5818.84,SMS,True,Duplicate lead,False,Bronze,Android,124.22.231.250,18.849256,68.605651,INT-833900,,41.06,,yj28l3tosuwx4xhl41g749w6,
14540,Aarohi Pillai,aarohi.pillai@outlook.com,6655173876,,1979-12-10,Female,"4, Banjara Hills",Delhi,DL,India,319703,2023-10-25,2025-08-31,6,9589.43,Email,True,,False, Silver,Web,69.145.211.38,8.40244,84.663889,INT-787050,LC-217,57.86,,,
8671,Pari Prasad, pari_prasad@gmail.com,(91)6873140568,8985086933,1969-02-03,Other," 193, Anna Salai  ",Trichy  ,TN  ,India,178354,2018-01-11,2021-05-28,6,5701.59,Phone,0,,yes,Silver,iOS,185.198.20.253,13.647538,68.601339,INT-356062,LC-321,50.97,,57kou4jktj69zqe4k7thug4y,TP-3254
11971,Sara Chatterjee, sara3999@gmail.com  ,8034606686,(91)9545845544,1998-02-13,Female,"46, MG Road",Kochi,KL,India,053815,2019-10-25,2024-11-20,1,8743.62,Email  ,True,Call after 6PM,yes,None,iOS,32.213.124.188,17.03829,73.911509,INT-238756,,77.73,,,TP-6842
8065,Karthik Gupta,karthikgupta@gmail.com ,(91)6641505109,,1995-12-22,Male,"211, Anna Salai", Indore  ,MP,India,582030,2022-04-01,,2,2472.34,Phone,Y,  ,Y, Bronze  ,Web,76.118.196.214,21.963469,72.67077,INT-364437,,29.39,,,TP-8050
8550,Karthik Das,karthik.das@gmail.com.com,9969760596,8008378885,1967-03-16,,"176, Anna Salai",Surat,GJ,India,098846,2022-07-24,2025-08-14,4,2541.97,Whatsapp,False,,Y,None,Android,247.105.214.12,27.897226,69.202479,INT-542394,,42.47,,,
6089,Aarav Nair,aarav.nair@yahoo.com.com,7271134821,(91)8702742909,1995-09-30,Other,"12, CG Road",Madurai, TN,India,173176,2023-07-29,,10,9851.72,Phone,Y,,no,None,Android,179.18.250.168,26.642681,72.254699,INT-458461,,56.71,,,
315,Sara Gupta,saragupta@ksrdatavizon.in ,9975732782,(91)8033661674,1973-06-11,Female,"33, Banjara Hills",Mysuru,KA,India,038252,2017-09-27,2020-11-11,8,8582.17, Whatsapp,False,Call after 6PM,no, Bronze  ,Android,233.40.238.70,18.475764,83.528169,INT-580241,LC-651,34.01,mp08qBiFvVA6ex8q,,TP-8506
1198,Aarav Nair,aaravnair@example.com ,7936700812,(91)9498697993,2003-01-30,,"108, CG Road",Bengaluru,KA,India,444715,2023-05-18,2025-08-11,6,6703.95,Whatsapp,0,Duplicate lead,N,None,iOS,231.132.248.249,16.190392,78.76668,INT-160493,,31.91,TAy6mCtwTRZPtYNF,,TP-4286
3935,Aditya Patel, aditya.patel@outlook.com  ,(91)8788171642,,1972-11-08,Female,"214, Park Street",Coimbatore,TN,India,723775,2020-04-14,2025-08-06,9,8288.06,Email,True,Wrong email?  ,no,Silver,Web,36.155.51.69,8.803373,76.912176,INT-224750,LC-130,47.54,,,
7006,Aadhya Gowda,aadhya@example.com,6955720574,,,Male,"164, Brigade Rd",Kolkata,WB  ,India,690940,2017-03-22,2019-10-30,6,9324.56,Email,Y,VIP customer,yes,Bronze,Android,173.72.239.94,26.39037,81.374545,INT-801602,,52.87,,,
9003,Vivaan Nair,  vivaan_nair@yahoo.com  ,(91)9048416333,(91)6533162710,1994-09-27,Other,"77, MG Road",Indore,MP  ,India,836055,2019-12-16,2023-11-27,8,7656.72,Email,N,Duplicate lead,False,Silver  ,Web,176.99.55.214,25.953122,82.135849,INT-396041,,53.47,,,
11905,Krishna Chatterjee,krishna-chatterjee@yahoo.com,9530072056,,1977-08-23,Other," 236, Park Street  ",Lucknow  ,UP,India,821512,2019-01-13,2024-06-20,7,12375.39,Phone,N,,Y,None  ,Android,135.81.133.120,17.125522,71.707392,INT-501694,,81.41,,7ojvv7bv1lrwslrbpctogf8z,
6721,Pari Mukherjee,pari9756@ksrdatavizon.in,8099494004,,2004-06-07,Male,"96, CG Road",Surat,GJ,India,436363,2024-04-11,2025-08-02,1,1339.47,Whatsapp,Y,,no,None,Web,151.203.175.225,28.161174,76.694259,INT-333021,,73.38,,,
14943,Meera Nair,meera-nair@gmail.com,7481095924,6216552162,1990-02-01,Male,"87, FC Road",Madurai,TN,India,995369,2018-09-27,2021-07-11,9,2459.07,Whatsapp,N,Call after 6PM,True,None,iOS,203.14.38.2,9.176856,70.062189,INT-665187,,42.91,,,
8097,Diya Chettiar, diya_chettiar@gmail.com  ,(91)9356886510,,1980-05-30,Female,"110, CG Road",Mysuru,KA,India,985135,2021-01-31,2025-04-26,4,7644.7,Push,0,Wrong email?,True,None,iOS,208.151.65.214,22.764944,71.301772,INT-903687,,54.4,fzLJCjx7ZkNAjbK3,,TP-4072
9262,Meera Rao, meera@@example.com,(91)8674559243,,1971-11-28,Female,"169, CG Road",Kolkata,WB,India,977543,2021-10-02,2022-09-20,6,5830.95,Phone,Y,Wrong email?,Y,None,iOS,80.36.18.36,12.513326,74.417436,INT-733572,,57.83,,,TP-9912
1507,Aadhya Chatterjee,aadhya-chatterjee@yahoo.com,(91)9724572529,,1992-05-11,Female,"126, FC Road", Mumbai  ,MH,India,478221,2025-03-20,2025-08-04,5,7834.36,Phone,N,Call after 6PM,True,Platinum,Web,210.107.118.54,10.798605,80.779072,INT-175685,,60.25,,,
2755,Sara Subramanian,sara6331@example.com,(91)9687705645,,1997-03-12,Male,"190, MG Road", Trichy  ,TN,India,647692,2022-03-17,2025-08-07,5,6808.49,Push,1,VIP customer,False,None,iOS,,23.618656,69.924919,INT-890297,,35.97,oc9JaujsNZqrIvgM,,
9110,Meera Rao, meera.rao@outlook.com  ,9135926484,,1998-11-10,Male,"135, Park Street",Pune,MH,India,726616,2021-06-05,,4,4476.01,SMS,0,VIP customer,no,Gold,Web,197.6.99.81,23.991577,84.645302,INT-599362,,37.79,,,
5864,Aadhya Gowda,aadhya@outlook.com,6951090920,8876136468,1999-05-09,Male," 133, Brigade Rd  ", Lucknow,UP,India,323166,2022-02-27,2025-07-12,6,10820.27, Whatsapp  ,True,   ,N,None,iOS,11.83.92.200,24.589609,73.80434,INT-475870,,33.63,,,
5153,Ishaan Subramanian,ishaan.subramanian@outlook.com.com,8081003033,,1981-10-06,Other,"211, FC Road",Bengaluru,KA,India,408023,2023-09-27,2025-08-14,5,14605.22,Push,N,Wrong email?,yes,Silver,Android,111.157.41.18,21.56574,78.309591,INT-927278,,12.29,,,TP-5229
5816,Aditya Kulkarni,aditya966@outlook.com,(91)8016321451,,1986-04-29,Other,"151, Banjara Hills", nan,MP,India,986141,2020-07-27,2025-07-17,5,8036.36,Email,Y,   ,False,Gold,Android,72.229.2.213,26.319652,86.81622,INT-755622,LC-658,44.43,,,
7819,Diya Kulkarni,,9453565945,,1980-04-15,Male,"278, FC Road",Jaipur,RJ  ,India,097666,2024-11-05,2025-08-13,4,3455.53,SMS,N,,yes,None,iOS,110.60.24.87,9.012865,69.705635,INT-557157,LC-600,49.37,,e6esfvhk0zw7ahy9gj50sy8p,
1247, Sara Chettiar  ,sara-chettiar@example.com,9794353160,(91)6614700554,2003-03-05,Other,"26, Park Street",Surat,GJ,India,057659,2024-02-14,,5,3810.65,Email,0,VIP customer,yes,Silver,iOS,184.29.205.212,23.475638,77.63131,INT-288859,,38.71,WuiLd3Br1Xqtre7G,jcxf2a7f3wf2m5i8x33i0bq7,TP-5492
9817, Vivaan Gupta,vivaan.gupta@ksrdatavizon.in,(91)7722040375,,2003-11-23,Female,"72, FC Road",Vizag,AP,India,759872,2017-02-20,2022-05-28,5,10830.87,SMS,True,,True,Silver,iOS,218.234.134.244,27.410058,76.360609,INT-147053,,23.99,2fNusxJOWu9zPvlA,,
3594,Meera Verma, meera_verma@ksrdatavizon.in,(91)6687361555,,1997-03-22,Male," 273, FC Road  ",Coimbatore,TN,India,687184,2019-06-25,2023-06-20,5,3968.52,Push,True,Duplicate lead,Y,Silver,Android,50.21.244.172,27.936652,77.854526,INT-363102,,23.31,rywBtHn07DmxhGKw,,TP-2706
3855,Nisha Subramanian,nisha-subramanian@outlook.com,(91)9324398363,,,Male,"97, MG Road",Surat,GJ,India,889602,2019-02-18,2022-08-23,4,2046.15, Whatsapp,Y,Call after 6PM  ,False,Gold,Web,160.229.81.21,12.313959,72.034147,INT-329644,,36.91,,,
8061,Aarohi Mukherjee,aarohi.mukherjee@yahoo.com.com,6302757052,,,Female," 193, MG Road",Kochi,KL,India,777223,2017-12-20,2023-09-21,4,1145.85,Whatsapp,N,,True, Gold  ,iOS,215.65.119.50,28.06592,81.785574,INT-305927,,56.72,,,
6793,Anika Iyer, anika_iyer@gmail.com,6975190882,,1984-11-03,Other,"209, CG Road",Hyderabad  ,TS,India,942054,2018-07-19,2018-10-25,5,9258.15,Push,Y,Wrong email?,yes,Platinum,iOS,182.211.105.236,26.547049,82.193102,INT-156297,,45.23,,,TP-3069
3088,Krishna Chettiar,krishna.chettiar@ksrdatavizon.in,7452674865,(91)6746944185,1996-10-17,Female,"208, MG Road", Jaipur  ,RJ,India,,2024-10-11,,7,6132.54, Phone  ,N, Wrong email?  ,False,Platinum  ,iOS,155.84.130.186,14.349454,75.092354,INT-969319,,63.69,,,
2621,Ishaan Pillai,ishaan.pillai@gmail.com,7135622390,,,Female,"173, CG Road",Surat,GJ,India,538416,2022-05-30,2022-11-15,4,1694.27,Whatsapp,0,VIP customer,N,None,Web,166.234.174.183,21.945644,74.64468,INT-939375,,49.1,,vfvqoadiwhcbt6yr4nwtehd1,
9171,Nisha Patel,nisha.patel@ksrdatavizon.in.com,(91)8048413478,,1991-03-20,Female,"275, FC Road",Delhi,DL,India,243323,2024-02-27,2025-07-09,5,12443.37,Push,0,Wrong email?,Y, None  ,Web,166.151.235.43,26.256281,81.063133,INT-410926,LC-568,66.41,,cmievilffratsued67ailfwi,
6985,Vivaan Patel, vivaan.patel@outlook.com.com  ,(91)8943362511,,1984-06-13,Male,"187, Park Street",Kolkata,WB,India,329295,2018-01-02,2022-09-10,1,1614.34,Phone,N,Duplicate lead,yes,Silver,iOS,129.168.24.175,16.241831,71.106764,INT-171447,LC-461,52.91,,,TP-9244
635,Diya Chatterjee, diya_chatterjee@yahoo.com,(91)7493627897,(91)9710503719,1969-11-29,Female,"205, Anna Salai",Bengaluru,KA,India,311054,2024-10-10,2025-08-16,4,3702.44,Push,N,Duplicate lead,Y,Gold,Android,180.231.63.39,27.154737,76.984736,INT-616862,LC-787,49.92,,,
2044,Krishna Chettiar,krishna@outlook.com  ,8907457432,,1992-10-27,Other,"186, Brigade Rd",, GJ,India,598824,2021-06-02,2024-10-26,5,10292.35,Phone,1,Duplicate lead,yes,Silver,iOS,,24.758494,75.221201,INT-793700,,48.36,,,
5225,Ishaan Khan,ishaan-khan@yahoo.com,(91)8138346459,7905783904,1965-02-16,Male,"152, Anna Salai",Bhopal,MP,India,262309,2017-06-02,2019-01-14,3,2033.04,Whatsapp,True,Duplicate lead,False,None,Android,184.55.170.200,17.7888,85.243388,INT-276296,,27.34,,,
7802,Sara Menon, sara5827@example.com,(91)8262291274,8830433654,1983-05-09,Male,"238, Park Street",Madurai,TN,India,523913,2020-06-21,2020-10-11,11,14248.91, Push  ,0, Duplicate lead  ,N,None,iOS,4.189.102.14,28.402373,71.491215,INT-209254,,77.8,,,
1551,Meera Chettiar,meerachettiar@gmail.com ,(91)8087639364,(91)7919187272,1968-01-20,Male,"227, FC Road",Mysuru,KA,India,667216,2019-10-09,2020-04-05,3,4167.38,Phone,Y,  ,N,None,Web,89.94.251.196,26.102642,73.466324,INT-397288,,29.81,,,
7128,Vihaan Subramanian,vihaan44@outlook.com,(91)8284291906,6766032782,1981-07-05,Male,"286, MG Road",Lucknow,UP,India,056445,2023-03-19,2025-08-08,6,7617.23,Email,0,VIP customer  ,yes,None,Web,57.129.169.244,21.149441,78.373801,INT-688560,,41.0,,,TP-7600
3607,Krishna Nair,krishna@@gmail.com,6838382213,,1978-03-29,Male,"39, Park Street",Ahmedabad,GJ,India,763545,2024-06-18,2025-08-26,3,6858.37,Email,0,Call after 6PM,yes,None,iOS,81.155.210.166,18.115002,74.147135,INT-143043,,51.58,,,
9265,Rohan Rao,rohan2271@ksrdatavizon.in,(91)6244088811,(91)8453272588,1992-09-29,Female,"35, Banjara Hills",Indore,MP  ,India,014011,2017-08-10,2019-06-07,3,12816.89,Push,False,,no,Silver,Web,85.57.62.125,11.947742,76.176379,INT-671458,,68.35,,,TP-1094
12057,Aditya Das,aditya@@yahoo.com,(91)8337497213,9642169085,1997-04-27,Other,"93, Banjara Hills",Ahmedabad,GJ,India,800045,2021-09-15,2022-07-29,3,5811.88,SMS,True,VIP customer,no,None,iOS,151.117.147.152,12.933029,77.202628,INT-356731,LC-190,37.86,FXC8SoDxE5w9qmcT,he3yn61d9eurorng2smsx1sw,
356,Anaya Sharma,anayasharma@outlook.com ,6581064023,,1991-09-04,Other,"232, Banjara Hills", Ahmedabad, GJ,India,941845,2020-12-08,2021-05-27,5,6936.56,Phone,False,,no,Silver  ,Android,51.204.128.31,25.689544,73.824139,INT-898991,LC-794,50.66,,,TP-3276
10498,Sai Das, sai-das@gmail.com  ,(91)6126512235,(91)8943358612,1977-10-29,Other,"82, Park Street",, AP,India,944088,2018-03-07,2020-03-06,3,3203.44,Whatsapp,N,Duplicate lead,Y,Platinum,iOS,32.45.58.192,23.89371,72.428003,INT-780320,,35.89,,,
14214,Aditya Prasad, aditya_prasad@example.com,(91)9717929046,9674255480,1965-07-30,Female,"240, Brigade Rd",Madurai,TN,India,415583,2020-06-09,2022-05-03,8,4698.38,Email,N,,False, Platinum,iOS,160.3.190.216,20.797441,68.777389,INT-968731,,52.7,,,TP-8909
12809,Aadhya Reddy,aadhya8179@gmail.com,,,1984-09-05,Female,"215, Park Street",Hyderabad, nan  ,India,022555,2023-06-23,,2,6440.62,Phone,0,Duplicate lead,False,None,Android,127.211.28.41,25.209775,84.100849,INT-560949,,34.47,,,
2682,Aarohi Khan,aarohikhan@yahoo.com ,7656541891,(91)9363856650,1997-11-04,Other,"35, MG Road",Indore,MP,India,095171,2021-12-16,2023-04-11,5,2416.36,Whatsapp,N,Call after 6PM,N, Gold,iOS,,13.531446,79.120594,INT-245900,LC-619,65.27,,,
13385,Sara Pillai,,(91)7961642264,8466342404,2003-07-11,Other,"240, Brigade Rd",Chennai,TN,India,013324,2023-03-17,2025-08-14,5,4061.04,Email,True,VIP customer,no,Silver,Web,150.75.190.127,26.665186,86.426609,INT-497084,,29.33,,,TP-7698
3375,Sai Verma,sai6975@example.com,8791409286,,,Other," 72, Brigade Rd  ",Kochi,KL,India,,2024-07-20,2025-08-21,9,9176.05,Whatsapp,False,Wrong email?  ,N,Gold,Android,33.182.127.197,14.674669,78.09369,INT-370494,,75.02,,,
3015,Meera Menon, meera_menon@yahoo.com,8663191416,,1987-11-03,Female,"74, Brigade Rd",,MP,India,779785,2022-01-17,2024-03-20,5,9962.14,Phone,False,Call after 6PM,Y,Silver,Android,81.196.171.65,20.105453,84.715316,INT-598845,LC-727,38.87,,,
10312,Sara Das, sara-das@gmail.com,(91)8611855720,,,Male,"109, Banjara Hills",Chennai  ,TN,India,109833,2019-09-29,2025-06-30,6,7110.13,Email,1,Duplicate lead,yes,None,iOS,25.94.54.139,8.270945,72.691102,INT-768588,,40.7,,,TP-7453
7963,Karthik Verma,karthik6611@yahoo.com,(91)6233593061,,,Male,"186, MG Road",Vijayawada,AP,India,485979,2018-04-04,2023-05-21,7,8451.37,Phone,1,Duplicate lead,False,Bronze,iOS,92.48.134.40,17.326902,86.528882,INT-227945,,52.67,,,
12308,Sai Mukherjee,sai@@ksrdatavizon.in,(91)6548191643,(91)9360296930,1982-09-16,Male,"268, Brigade Rd  ",Indore,MP,India,413789,2023-12-08,2024-01-25,8,11873.68,Phone,False, Duplicate lead,no,Bronze  ,iOS,65.57.40.96,14.364194,79.570926,INT-856646,LC-214,59.37,,,TP-8177
10419,Sai Verma, sai_verma@outlook.com,6983835520,(91)8046519974,2003-10-01,Female,"4, FC Road", Delhi,DL,India,,2017-01-21,2021-04-06,10,10980.85,Phone  ,N,Call after 6PM,no,Gold  ,Web,185.111.118.250,9.166101,80.464139,INT-127331,,61.77,,,
13953,Meera Mukherjee,meera@@yahoo.com  ,9504866982,,1967-04-10,Female,"223, Park Street",Bengaluru,KA,India,894271,2018-08-18,2024-11-23,4,7458.78,SMS,1,,no,Gold,Web,221.133.239.159,12.423174,85.144615,INT-834410,LC-931,46.64,,,TP-5793
6183,Aadhya Gowda,aadhya1144@ksrdatavizon.in,(91)8687962785,,2004-05-09,Other,"264, Park Street",Pune,MH,India,359182,2021-10-25,2023-01-25,5,2603.48,SMS,True,Duplicate lead,N,Silver,Android,190.19.242.49,20.093919,80.325229,INT-998853,,40.44,GkGiC4r9pdiMG7Xm,,
8152,Aarohi Chatterjee,aarohi-chatterjee@example.com,(91)7156945235,(91)7014058254,1983-06-20,Male,"231, Brigade Rd",Indore,MP  ,India,525829,2019-11-06,2020-11-20,5,7787.74,Whatsapp  ,1,,N,None,Android,31.243.242.111,19.513437,74.875646,INT-174036,LC-231,50.86,,,
3879,Ishaan Sharma,ishaan-sharma@example.com,9884395347,(91)9951872978,1999-08-19,Female,"299, CG Road",Vizag,AP,India,722601,2021-09-17,2025-08-30,6,7064.27,Email,N,,no,Silver,Android,47.59.111.64,10.794317,85.124856,INT-848823,,94.99,,,
6878,Aditya Menon,aditya-menon@ksrdatavizon.in,(91)8805005510,,2003-11-03,Female,"109, Park Street",Pune,MH,India,381072,2021-02-27,2023-12-23,6,7030.08,Phone,0,,False,Silver,iOS,163.80.79.179,11.967759,83.693696,INT-467371,,50.27,,,
13362, Pari Prasad, pari-prasad@ksrdatavizon.in,9698813902,(91)6148943711,,Male," 297, Anna Salai",Mysuru,KA,India,621448,2019-01-19,2021-08-05,5,6637.76, Email,True,Wrong email?,Y,Platinum,Android,,27.462241,82.495943,INT-249013,,45.23,,8zzl90o9u9a78zutuckyf9zo,
6456,Anika Patel,anika.patel@yahoo.com,,,,Other,"284, Anna Salai",Kochi,KL,India,648199,2024-09-19,,2,6804.76,Whatsapp,1,Duplicate lead,no,None,iOS,225.140.19.114,28.002207,72.608086,INT-706610,,35.93,,,
157,Vihaan Reddy,vihaanreddy@gmail.com ,(91)9124187958,,1979-09-10,,"2, Park Street",Vijayawada,AP,India,,2024-06-14,,8,4100.03,Whatsapp,N,Call after 6PM,yes,None,Android,90.208.129.65,21.521475,72.649359,INT-384421,LC-181,75.36,,,
14865,Anaya Gowda,anaya@@outlook.com,(91)7118433282,,,Female,"30, Banjara Hills",Coimbatore,TN,India,800448,2024-10-01,2025-08-05,2,1438.07, Phone  ,False, Duplicate lead  ,False,Silver,Android,82.130.225.17,27.562516,77.988487,INT-154482,,40.03,,,
3848,Arjun Mukherjee,  arjun_mukherjee@yahoo.com,9392352231,,1997-05-17,," 149, Park Street  ",Madurai,TN,India,180984,2019-03-10,2025-04-07,4,10510.4,Phone,N,Wrong email?,True,None,iOS,255.89.147.91,24.653483,84.490872,INT-311297,,47.8,,,TP-7751
14711,Ishaan Chettiar  ,ishaan.chettiar@yahoo.com,(91)8182715050,,1991-07-21,Other,,Jaipur,RJ,India,978235,2023-07-04,2025-08-08,6,6394.98,Whatsapp,False,VIP customer,yes, Bronze  ,iOS,124.65.194.245,9.103666,83.95378,INT-246193,LC-391,57.93,b0gsqm6RAjFbarqW,,
11003,Isha Gupta, isha.gupta@gmail.com.com  ,9633973288,7155776881,2005-04-15,Male,"226, FC Road",Bhopal,MP,India,490119,2020-03-13,2021-11-08,8,4646.54,Push,1,Call after 6PM,yes,Silver,Android,213.206.183.148,17.036116,76.128963,INT-401928,LC-452,68.28,,,
9560,Aarav Das,,8752655996,(91)6699491184,1967-10-18,Male,"168, FC Road",Bengaluru,KA,India,015793,2020-07-06,2021-02-26,4,2986.34,Email,0,,yes, Gold  ,Web,135.230.239.254,13.219441,82.684628,INT-573518,,41.5,,,
1524,Aarohi Sharma,aarohisharma@yahoo.com ,(91)6851140538,,,Other,"229, MG Road",Pune,MH  ,India,650692,2023-12-19,,3,3044.15,Phone,0,VIP customer,no,Silver,Android,57.214.180.212,9.556329,73.005247,INT-399688,,54.09,,,
8698, Vivaan Khan  ,vivaan.khan@gmail.com.com,(91)9081482609,,2004-06-12,Female,,Mumbai,MH,India,012380,2017-10-31,2018-06-23,5,5127.91,Email,True,,False,Gold  ,Android,229.211.246.42,22.959101,85.692362,INT-648979,,52.41,,,TP-3566
6883,Aadhya Kulkarni,aadhya.kulkarni@gmail.com.com,(91)7104626848,,1975-04-25,Male,"84, FC Road",Trichy,TN,India,753237,2020-12-01,2025-08-20,4,5510.52,Push  ,True,Duplicate lead,no,None,Android,184.204.47.183,26.525717,75.258168,INT-977075,LC-987,60.77,,,TP-4664
10845,Aarohi Menon,  aarohi_menon@outlook.com,(91)7970142714,(91)6637702440,1967-12-25,Female,"253, Park Street", Vijayawada  ,AP,India,298599,2021-09-16,2025-08-04,4,3793.5, Email,True,,no,Bronze  ,Web,179.114.223.255,24.990714,76.083257,INT-137378,,70.62,,,TP-6717
1800,Isha Chatterjee, isha-chatterjee@outlook.com,(91)9824378223,,1967-10-27,Female,"150, CG Road",Bhopal,MP,India,066177,2019-08-28,2022-10-01,4,11075.83,Phone,Y,,Y,Silver,Android,167.78.253.168,15.726551,86.431787,INT-203632,,38.21,,,
902,Rohan Gupta,rohan@@outlook.com,(91)6528257307,,1965-10-18,Other,"81, FC Road",Lucknow,UP,India,555319,2019-03-05,2021-04-10,5,8872.39,Email,True,,True,Silver,Web,130.251.7.242,17.513645,85.566615,INT-277073,,41.67,ioHfETyq4rw5UAPc,8rv4fzujfn6irutkbprv0e70,
5374,Krishna Prasad,krishna-prasad@gmail.com,(91)8027427491,(91)8561868954,1974-05-03,Female,"4, CG Road",Vijayawada,AP,India,863376,2017-11-21,2019-06-23,6,3892.44,Push,1,VIP customer,Y,None,Web,107.162.233.34,19.953191,86.644789,INT-515517,,62.95,,,
